MaSV,HoTen,Diem
SV4016,Le Van S6,5
SV4017,Nguyen Van S7,5.03
SV4018,Tran Thi S8,8.59
SV4019,Le Van S9,8.07
SV4020,Nguyen Van S0,8.31
SV4021,Tran Thi S1,5.94
SV4022,Le Van S2,5.73
SV4023,Nguyen Van S3,6.37
SV4024,Tran Thi S4,8.8
SV4025,Le Van S5,9.25
SV4026,Nguyen Van S6,6.46
SV4027,Tran Thi S7,4.64
SV4028,Le Van S8,6.44
SV4029,Nguyen Van S9,7.93
SV4030,Tran Thi S0,8.99
SV4031,Le Van S1,7.07
SV4032,Nguyen Van S2,8.85
SV4033,Tran Thi S3,6.84
SV4034,Le Van S4,4.96
SV4035,Nguyen Van S5,6.75
SV4036,Tran Thi S6,7.81
SV4037,Le Van S7,6.19
SV4038,Nguyen Van S8,5.53
SV4039,Tran Thi S9,6.98
SV4040,Le Van S0,5.99
SV4041,Nguyen Van S1,6.73
SV4042,Tran Thi S2,4.56
SV4043,Le Van S3,4.09
SV4044,Nguyen Van S4,6.21
SV4045,Tran Thi S5,9.81
SV4046,Le Van S6,4.34
SV4047,Nguyen Van S7,9.69
SV4048,Tran Thi S8,5.89
SV4049,Le Van S9,5.11
SV4050,Nguyen Van S0,8.49
SV4051,Tran Thi S1,9.06
SV4052,Le Van S2,4.79
SV4053,Nguyen Van S3,7.09
SV4054,Tran Thi S4,6.53
SV4055,Le Van S5,4.69
SV4056,Nguyen Van S6,7.75
SV4057,Tran Thi S7,7.29
SV4058,Le Van S8,8.19
SV4059,Nguyen Van S9,7.33
SV4060,Tran Thi S0,7.23
SV4061,Le Van S1,6.28
SV4062,Nguyen Van S2,7.71
SV4063,Tran Thi S3,8.88
SV4064,Le Van S4,9.53
SV4065,Nguyen Van S5,8.31
SV4066,Tran Thi S6,7.25
SV4067,Le Van S7,5.48
SV4068,Nguyen Van S8,6.16
SV4069,Tran Thi S9,7.16
SV4070,Le Van S0,4.26
SV4071,Nguyen Van S1,5.46
SV4072,Tran Thi S2,7.88
SV4073,Le Van S3,5.74
SV4074,Nguyen Van S4,8.17
SV4075,Tran Thi S5,7.25
SV4076,Le Van S6,6.01
SV4077,Nguyen Van S7,8.6
SV4078,Tran Thi S8,6.06
SV4079,Le Van S9,7.5
SV4080,Nguyen Van S0,9.31
SV4081,Tran Thi S1,5.37
SV4082,Le Van S2,4.37
SV4083,Nguyen Van S3,9.47
SV4084,Tran Thi S4,8.6
SV4085,Le Van S5,6.93
SV4086,Nguyen Van S6,4.61
SV4087,Tran Thi S7,6.89
SV4088,Le Van S8,6.66
SV4089,Nguyen Van S9,9.26
SV4090,Tran Thi S0,9.56
SV4091,Le Van S1,8.03
SV4092,Nguyen Van S2,8.84
SV4093,Tran Thi S3,9.26
SV4094,Le Van S4,9.72
SV4095,Nguyen Van S5,4.08
SV4096,Tran Thi S6,6.06
SV4097,Le Van S7,7.19
SV4098,Nguyen Van S8,6.63
SV4099,Tran Thi S9,5.59
SV4100,Le Van S0,9.58
SV4101,Nguyen Van S1,9.18
SV4102,Tran Thi S2,5.07
SV4103,Le Van S3,5.05
SV4104,Nguyen Van S4,4.01
SV4105,Tran Thi S5,7.87
SV4106,Le Van S6,8.1
SV4107,Nguyen Van S7,7.67
SV4108,Tran Thi S8,9.67
SV4109,Le Van S9,5.78
SV4110,Nguyen Van S0,5.9
SV4111,Tran Thi S1,8.35
SV4112,Le Van S2,9.74
SV4113,Nguyen Van S3,7.97
SV4114,Tran Thi S4,4.02
SV4115,Le Van S5,9.05
SV4116,Nguyen Van S6,9.84
SV4117,Tran Thi S7,4.28
SV4118,Le Van S8,8.6
SV4119,Nguyen Van S9,4.51
SV4120,Tran Thi S0,6.75
SV4121,Le Van S1,8.24
SV4122,Nguyen Van S2,7.05
SV4123,Tran Thi S3,5.14
SV4124,Le Van S4,4.44
SV4125,Nguyen Van S5,9.53
SV4126,Tran Thi S6,7.77
SV4127,Le Van S7,8.24
SV4128,Nguyen Van S8,8.81
SV4129,Tran Thi S9,4.41
SV4130,Le Van S0,9.1
SV4131,Nguyen Van S1,4.89
SV4132,Tran Thi S2,5.4
SV4133,Le Van S3,6.57
SV4134,Nguyen Van S4,4.11
SV4135,Tran Thi S5,5.62
SV4136,Le Van S6,5.76
SV4137,Nguyen Van S7,7.27
SV4138,Tran Thi S8,5.25
SV4139,Le Van S9,5.07
SV4140,Nguyen Van S0,9.34
SV4141,Tran Thi S1,6.15
SV4142,Le Van S2,8.46
SV4143,Nguyen Van S3,7.41
SV4144,Tran Thi S4,5.52
SV4145,Le Van S5,7.26
SV4146,Nguyen Van S6,5.21
SV4147,Tran Thi S7,8.16
SV4148,Le Van S8,6.01
SV4149,Nguyen Van S9,5.81
SV4150,Tran Thi S0,5.02
SV4151,Le Van S1,5.68
SV4152,Nguyen Van S2,9.18
SV4153,Tran Thi S3,7.72
SV4154,Le Van S4,8.34
SV4155,Nguyen Van S5,7.54
SV4156,Tran Thi S6,8.23
SV4157,Le Van S7,8.21
SV4158,Nguyen Van S8,9.59
SV4159,Tran Thi S9,4.42
SV4160,Le Van S0,6.21
SV4161,Nguyen Van S1,4.95
SV4162,Tran Thi S2,7.62
SV4163,Le Van S3,7.53
SV4164,Nguyen Van S4,7.9
SV4165,Tran Thi S5,7.75
SV4166,Le Van S6,7.64
SV4167,Nguyen Van S7,9.32
SV4168,Tran Thi S8,5.52
SV4169,Le Van S9,7.41
SV4170,Nguyen Van S0,8.6
SV4171,Tran Thi S1,5.31
SV4172,Le Van S2,8.49
SV4173,Nguyen Van S3,7.25
SV4174,Tran Thi S4,7.52
SV4175,Le Van S5,8.5
SV4176,Nguyen Van S6,6.37
SV4177,Tran Thi S7,6.29
SV4178,Le Van S8,8.23
SV4179,Nguyen Van S9,7.57
SV4180,Tran Thi S0,6.9
SV4181,Le Van S1,5.25
SV4182,Nguyen Van S2,4.96
SV4183,Tran Thi S3,7.31
SV4184,Le Van S4,7.39
SV4185,Nguyen Van S5,5.96
SV4186,Tran Thi S6,7.76
SV4187,Le Van S7,4.44
SV4188,Nguyen Van S8,5.55
SV4189,Tran Thi S9,5.36
SV4190,Le Van S0,8.47
SV4191,Nguyen Van S1,7.41
SV4192,Tran Thi S2,6.37
SV4193,Le Van S3,5.88
SV4194,Nguyen Van S4,4.11
SV4195,Tran Thi S5,9.18
SV4196,Le Van S6,7.8
SV4197,Nguyen Van S7,6.48
SV4198,Tran Thi S8,9.23
SV4199,Le Van S9,6.27
SV4200,Nguyen Van S0,7.54
SV4201,Tran Thi S1,9.61
SV4202,Le Van S2,9.84
SV4203,Nguyen Van S3,9.71
SV4204,Tran Thi S4,8.92
SV4205,Le Van S5,8.48
SV4206,Nguyen Van S6,6.98
SV4207,Tran Thi S7,7.25
SV4208,Le Van S8,9.65
SV4209,Nguyen Van S9,4.11
SV4210,Tran Thi S0,4.73
SV4211,Le Van S1,9.79
SV4212,Nguyen Van S2,9.78
SV4213,Tran Thi S3,5.86
SV4214,Le Van S4,6.13
SV4215,Nguyen Van S5,6.52
SV4216,Tran Thi S6,9.97
SV4217,Le Van S7,8.41
SV4218,Nguyen Van S8,5.26
SV4219,Tran Thi S9,8.31
SV4220,Le Van S0,4.52
SV4221,Nguyen Van S1,9.46
SV4222,Tran Thi S2,7.29
SV4223,Le Van S3,7.22
SV4224,Nguyen Van S4,7.82
SV4225,Tran Thi S5,6.79
SV4226,Le Van S6,9.79
SV4227,Nguyen Van S7,4.16
SV4228,Tran Thi S8,6.4
SV4229,Le Van S9,6.88
SV4230,Nguyen Van S0,6.47
SV4231,Tran Thi S1,8.3
SV4232,Le Van S2,4.25
SV4233,Nguyen Van S3,6.67
SV4234,Tran Thi S4,4.47
SV4235,Le Van S5,7.91
SV4236,Nguyen Van S6,7
SV4237,Tran Thi S7,4.46
SV4238,Le Van S8,6.9
SV4239,Nguyen Van S9,6.93
SV4240,Tran Thi S0,8.5
SV4241,Le Van S1,9.64
SV4242,Nguyen Van S2,6.93
SV4243,Tran Thi S3,5.49
SV4244,Le Van S4,9.44
SV4245,Nguyen Van S5,4.43
SV4246,Tran Thi S6,4.21
SV4247,Le Van S7,5.63
SV4248,Nguyen Van S8,4.58
SV4249,Tran Thi S9,9.65
SV4250,Le Van S0,7.38
SV4251,Nguyen Van S1,6.07
SV4252,Tran Thi S2,7.93
SV4253,Le Van S3,6.77
SV4254,Nguyen Van S4,7.13
SV4255,Tran Thi S5,5.63
SV4256,Le Van S6,5.65
SV4257,Nguyen Van S7,4.77
SV4258,Tran Thi S8,8.36
SV4259,Le Van S9,9.97
SV4260,Nguyen Van S0,5.35
SV4261,Tran Thi S1,6.23
SV4262,Le Van S2,4.49
SV4263,Nguyen Van S3,9.9
SV4264,Tran Thi S4,9.37
SV4265,Le Van S5,7.38
SV4266,Nguyen Van S6,7.94
SV4267,Tran Thi S7,4.35
SV4268,Le Van S8,9.82
SV4269,Nguyen Van S9,7.44
SV4270,Tran Thi S0,5.5
SV4271,Le Van S1,4.55
SV4272,Nguyen Van S2,7.18
SV4273,Tran Thi S3,5.98
SV4274,Le Van S4,8.72
SV4275,Nguyen Van S5,8.65
SV4276,Tran Thi S6,5.85
SV4277,Le Van S7,9.89
SV4278,Nguyen Van S8,9.91
SV4279,Tran Thi S9,7.13
SV4280,Le Van S0,9.64
SV4281,Nguyen Van S1,9.27
SV4282,Tran Thi S2,9.12
SV4283,Le Van S3,9.22
SV4284,Nguyen Van S4,6.79
SV4285,Tran Thi S5,8.21
SV4286,Le Van S6,9.1
SV4287,Nguyen Van S7,4.46
SV4288,Tran Thi S8,4.14
SV4289,Le Van S9,4.59
SV4290,Nguyen Van S0,5.33
SV4291,Tran Thi S1,8.73
SV4292,Le Van S2,7.04
SV4293,Nguyen Van S3,5.07
SV4294,Tran Thi S4,9.61
SV4295,Le Van S5,4.53
SV4296,Nguyen Van S6,4.77
SV4297,Tran Thi S7,7.66
SV4298,Le Van S8,9.96
SV4299,Nguyen Van S9,4.58
SV4300,Tran Thi S0,6.58
SV4301,Le Van S1,7.46
SV4302,Nguyen Van S2,8.53
SV4303,Tran Thi S3,6.4
SV4304,Le Van S4,6.07
SV4305,Nguyen Van S5,7.95
SV4306,Tran Thi S6,6.4
SV4307,Le Van S7,7.22
SV4308,Nguyen Van S8,8.37
SV4309,Tran Thi S9,8.53
SV4310,Le Van S0,6.69
SV4311,Nguyen Van S1,4.45
SV4312,Tran Thi S2,5.91
SV4313,Le Van S3,9.3
SV4314,Nguyen Van S4,8.94
SV4315,Tran Thi S5,7.76
SV4316,Le Van S6,8.66
SV4317,Nguyen Van S7,7.55
SV4318,Tran Thi S8,8.72
SV4319,Le Van S9,7.32
SV4320,Nguyen Van S0,8.39
SV4321,Tran Thi S1,8.62
SV4322,Le Van S2,7.38
SV4323,Nguyen Van S3,9.46
SV4324,Tran Thi S4,5.67
SV4325,Le Van S5,5.29
SV4326,Nguyen Van S6,4.33
SV4327,Tran Thi S7,4.06
SV4328,Le Van S8,6.85
SV4329,Nguyen Van S9,9.69
SV4330,Tran Thi S0,9.09
SV4331,Le Van S1,7.73
SV4332,Nguyen Van S2,5.54
SV4333,Tran Thi S3,6.02
SV4334,Le Van S4,9.56
SV4335,Nguyen Van S5,7.19
SV4336,Tran Thi S6,7.8
SV4337,Le Van S7,8.47
SV4338,Nguyen Van S8,8.27
SV4339,Tran Thi S9,6.46
SV4340,Le Van S0,9.51
SV4341,Nguyen Van S1,7.76
SV4342,Tran Thi S2,7.11
SV4343,Le Van S3,4.93
SV4344,Nguyen Van S4,9.32
SV4345,Tran Thi S5,6.87
SV4346,Le Van S6,5.03
SV4347,Nguyen Van S7,7.21
SV4348,Tran Thi S8,4.26
SV4349,Le Van S9,8.96
SV4350,Nguyen Van S0,4.45
SV4351,Tran Thi S1,7.31
SV4352,Le Van S2,4.71
SV4353,Nguyen Van S3,9.96
SV4354,Tran Thi S4,5.23
SV4355,Le Van S5,6.57
SV4356,Nguyen Van S6,8.97
SV4357,Tran Thi S7,4.43
SV4358,Le Van S8,7.68
SV4359,Nguyen Van S9,9.04
SV4360,Tran Thi S0,6.48
SV4361,Le Van S1,6.52
SV4362,Nguyen Van S2,9.72
SV4363,Tran Thi S3,5.57
SV4364,Le Van S4,7.51
SV4365,Nguyen Van S5,7.29
SV4366,Tran Thi S6,8.69
SV4367,Le Van S7,4.77
SV4368,Nguyen Van S8,5.97
SV4369,Tran Thi S9,9.57
SV4370,Le Van S0,5.48
SV4371,Nguyen Van S1,5.36
SV4372,Tran Thi S2,5.89
SV4373,Le Van S3,5.38
SV4374,Nguyen Van S4,7.81
SV4375,Tran Thi S5,9.39
SV4376,Le Van S6,4.49
SV4377,Nguyen Van S7,4.15
SV4378,Tran Thi S8,6.68
SV4379,Le Van S9,5.64
SV4380,Nguyen Van S0,8.43
SV4381,Tran Thi S1,7.44
SV4382,Le Van S2,5.39
SV4383,Nguyen Van S3,4.94
SV4384,Tran Thi S4,8.69
SV4385,Le Van S5,8.27
SV4386,Nguyen Van S6,6.55
SV4387,Tran Thi S7,7.58
SV4388,Le Van S8,4.08
SV4389,Nguyen Van S9,4.61
SV4390,Tran Thi S0,7.88
SV4391,Le Van S1,8.88
SV4392,Nguyen Van S2,8.33
SV4393,Tran Thi S3,8.26
SV4394,Le Van S4,7.7
SV4395,Nguyen Van S5,6.28
SV4396,Tran Thi S6,9.78
SV4397,Le Van S7,5.99
SV4398,Nguyen Van S8,7.07
SV4399,Tran Thi S9,6.55
SV4400,Le Van S0,9.13
SV4401,Nguyen Van S1,4.43
SV4402,Tran Thi S2,5.84
SV4403,Le Van S3,8.65
SV4404,Nguyen Van S4,5.8
SV4405,Tran Thi S5,4.85
SV4406,Le Van S6,4.05
SV4407,Nguyen Van S7,9.33
SV4408,Tran Thi S8,5.62
SV4409,Le Van S9,7.95
SV4410,Nguyen Van S0,6.31
SV4411,Tran Thi S1,5.74
SV4412,Le Van S2,9.58
SV4413,Nguyen Van S3,8.83
SV4414,Tran Thi S4,5.83
SV4415,Le Van S5,5.82
SV4416,Nguyen Van S6,5.72
SV4417,Tran Thi S7,7.91
SV4418,Le Van S8,5.63
SV4419,Nguyen Van S9,7.45
SV4420,Tran Thi S0,5.59
SV4421,Le Van S1,5.1
SV4422,Nguyen Van S2,8.43
SV4423,Tran Thi S3,6.38
SV4424,Le Van S4,5.51
SV4425,Nguyen Van S5,6.53
SV4426,Tran Thi S6,7.88
SV4427,Le Van S7,4.37
SV4428,Nguyen Van S8,9.2
SV4429,Tran Thi S9,4.9
SV4430,Le Van S0,6.22
SV4431,Nguyen Van S1,7.73
SV4432,Tran Thi S2,9.93
SV4433,Le Van S3,8.7
SV4434,Nguyen Van S4,6.85
SV4435,Tran Thi S5,6.62
SV4436,Le Van S6,5.57
SV4437,Nguyen Van S7,6.3
SV4438,Tran Thi S8,5.55
SV4439,Le Van S9,4.89
SV4440,Nguyen Van S0,8.56
SV4441,Tran Thi S1,5.15
SV4442,Le Van S2,6.43
SV4443,Nguyen Van S3,5.55
SV4444,Tran Thi S4,4.9
SV4445,Le Van S5,6.96
SV4446,Nguyen Van S6,5.3
SV4447,Tran Thi S7,9.46
SV4448,Le Van S8,5.6
SV4449,Nguyen Van S9,7.1
SV4450,Tran Thi S0,5.04
SV4451,Le Van S1,9.73
SV4452,Nguyen Van S2,8.06
SV4453,Tran Thi S3,9.42
SV4454,Le Van S4,4.04
SV4455,Nguyen Van S5,5.99
SV4456,Tran Thi S6,7.99
SV4457,Le Van S7,8.41
SV4458,Nguyen Van S8,7.09
SV4459,Tran Thi S9,9.25
SV4460,Le Van S0,8.75
SV4461,Nguyen Van S1,4.12
SV4462,Tran Thi S2,7.57
SV4463,Le Van S3,6.54
SV4464,Nguyen Van S4,6.32
SV4465,Tran Thi S5,9.87
SV4466,Le Van S6,8.26
SV4467,Nguyen Van S7,9.1
SV4468,Tran Thi S8,6.94
SV4469,Le Van S9,6.21
SV4470,Nguyen Van S0,7.53
SV4471,Tran Thi S1,6.62
SV4472,Le Van S2,5.02
SV4473,Nguyen Van S3,9.94
SV4474,Tran Thi S4,9.64
SV4475,Le Van S5,9.1
SV4476,Nguyen Van S6,4.53
SV4477,Tran Thi S7,5.4
SV4478,Le Van S8,5.08
SV4479,Nguyen Van S9,6.68
SV4480,Tran Thi S0,4.78
SV4481,Le Van S1,4.69
SV4482,Nguyen Van S2,8.49
SV4483,Tran Thi S3,6.38
SV4484,Le Van S4,5.25
SV4485,Nguyen Van S5,8.34
SV4486,Tran Thi S6,5.48
SV4487,Le Van S7,5.03
SV4488,Nguyen Van S8,9.55
SV4489,Tran Thi S9,9.33
SV4490,Le Van S0,6.89
SV4491,Nguyen Van S1,9.62
SV4492,Tran Thi S2,4.96
SV4493,Le Van S3,8.17
SV4494,Nguyen Van S4,8.22
SV4495,Tran Thi S5,7.41
SV4496,Le Van S6,4.9
SV4497,Nguyen Van S7,7.74
SV4498,Tran Thi S8,5.22
SV4499,Le Van S9,8.98
SV4500,Nguyen Van S0,7.67
SV4501,Tran Thi S1,5.62
SV4502,Le Van S2,9.05
SV4503,Nguyen Van S3,9.93
SV4504,Tran Thi S4,8.63
SV4505,Le Van S5,8.14
SV4506,Nguyen Van S6,5.95
SV4507,Tran Thi S7,5.43
SV4508,Le Van S8,5.84
SV4509,Nguyen Van S9,8.17
SV4510,Tran Thi S0,8.91
SV4511,Le Van S1,5.53
SV4512,Nguyen Van S2,9.8
SV4513,Tran Thi S3,6.89
SV4514,Le Van S4,5.79
SV4515,Nguyen Van S5,6.01
SV4516,Tran Thi S6,8.39
SV4517,Le Van S7,5.91
SV4518,Nguyen Van S8,7.04
SV4519,Tran Thi S9,8.03
SV4520,Le Van S0,5.36
SV4521,Nguyen Van S1,7.96
SV4522,Tran Thi S2,4.2
SV4523,Le Van S3,5.32
SV4524,Nguyen Van S4,4.09
SV4525,Tran Thi S5,7.65
SV4526,Le Van S6,7.69
SV4527,Nguyen Van S7,6.53
SV4528,Tran Thi S8,5
SV4529,Le Van S9,9.48
SV4530,Nguyen Van S0,6.09
SV4531,Tran Thi S1,7.11
SV4532,Le Van S2,9.91
SV4533,Nguyen Van S3,6.11
SV4534,Tran Thi S4,6.51
SV4535,Le Van S5,9.19
SV4536,Nguyen Van S6,7.09
SV4537,Tran Thi S7,5.59
SV4538,Le Van S8,4.05
SV4539,Nguyen Van S9,8.6
SV4540,Tran Thi S0,5.93
SV4541,Le Van S1,9.03
SV4542,Nguyen Van S2,7.11
SV4543,Tran Thi S3,6.02
SV4544,Le Van S4,7.58
SV4545,Nguyen Van S5,7.14
SV4546,Tran Thi S6,4.12
SV4547,Le Van S7,9.67
SV4548,Nguyen Van S8,4.17
SV4549,Tran Thi S9,4.22
SV4550,Le Van S0,7.14
SV4551,Nguyen Van S1,9.45
SV4552,Tran Thi S2,5.12
SV4553,Le Van S3,5.06
SV4554,Nguyen Van S4,4.97
SV4555,Tran Thi S5,4.92
SV4556,Le Van S6,8.33
SV4557,Nguyen Van S7,8.97
SV4558,Tran Thi S8,5.38
SV4559,Le Van S9,4.45
SV4560,Nguyen Van S0,7.72
SV4561,Tran Thi S1,7.91
SV4562,Le Van S2,8.18
SV4563,Nguyen Van S3,4.69
SV4564,Tran Thi S4,9.22
SV4565,Le Van S5,8.61
SV4566,Nguyen Van S6,6.42
SV4567,Tran Thi S7,7.3
SV4568,Le Van S8,5.38
SV4569,Nguyen Van S9,4.98
SV4570,Tran Thi S0,5.4
SV4571,Le Van S1,7.31
SV4572,Nguyen Van S2,7.18
SV4573,Tran Thi S3,4.03
SV4574,Le Van S4,8.66
SV4575,Nguyen Van S5,4.26
SV4576,Tran Thi S6,5.9
SV4577,Le Van S7,9.91
SV4578,Nguyen Van S8,4.43
SV4579,Tran Thi S9,4.09
SV4580,Le Van S0,9.22
SV4581,Nguyen Van S1,4.86
SV4582,Tran Thi S2,4.81
SV4583,Le Van S3,9.1
SV4584,Nguyen Van S4,4.55
SV4585,Tran Thi S5,8.17
SV4586,Le Van S6,6.61
SV4587,Nguyen Van S7,8.91
SV4588,Tran Thi S8,9.64
SV4589,Le Van S9,9.17
SV4590,Nguyen Van S0,9.49
SV4591,Tran Thi S1,4.04
SV4592,Le Van S2,8.42
SV4593,Nguyen Van S3,4.98
SV4594,Tran Thi S4,5.09
SV4595,Le Van S5,7.46
SV4596,Nguyen Van S6,8.04
SV4597,Tran Thi S7,4.22
SV4598,Le Van S8,6.6
SV4599,Nguyen Van S9,6
SV4600,Tran Thi S0,6.68
SV4601,Le Van S1,8.88
SV4602,Nguyen Van S2,6.81
SV4603,Tran Thi S3,9.38
SV4604,Le Van S4,4.78
SV4605,Nguyen Van S5,7.16
SV4606,Tran Thi S6,6.22
SV4607,Le Van S7,7.94
SV4608,Nguyen Van S8,4.27
SV4609,Tran Thi S9,7.73
SV4610,Le Van S0,5.51
SV4611,Nguyen Van S1,4.02
SV4612,Tran Thi S2,5.06
SV4613,Le Van S3,8.71
SV4614,Nguyen Van S4,5.68
SV4615,Tran Thi S5,8.59
SV4616,Le Van S6,9.43
SV4617,Nguyen Van S7,6.93
SV4618,Tran Thi S8,5.63
SV4619,Le Van S9,4.57
SV4620,Nguyen Van S0,4.65
SV4621,Tran Thi S1,5.05
SV4622,Le Van S2,6.01
SV4623,Nguyen Van S3,6.65
SV4624,Tran Thi S4,7.61
SV4625,Le Van S5,7.87
SV4626,Nguyen Van S6,4.91
SV4627,Tran Thi S7,7.92
SV4628,Le Van S8,6.52
SV4629,Nguyen Van S9,5.93
SV4630,Tran Thi S0,6.15
SV4631,Le Van S1,9.45
SV4632,Nguyen Van S2,8.79
SV4633,Tran Thi S3,9.9
SV4634,Le Van S4,9.36
SV4635,Nguyen Van S5,4.52
SV4636,Tran Thi S6,8.48
SV4637,Le Van S7,8.58
SV4638,Nguyen Van S8,8.46
SV4639,Tran Thi S9,7.87
SV4640,Le Van S0,4.31
SV4641,Nguyen Van S1,7.83
SV4642,Tran Thi S2,4.72
SV4643,Le Van S3,8.36
SV4644,Nguyen Van S4,6.26
SV4645,Tran Thi S5,8.89
SV4646,Le Van S6,4.37
SV4647,Nguyen Van S7,9.33
SV4648,Tran Thi S8,6.27
SV4649,Le Van S9,6.06
SV4650,Nguyen Van S0,7.59
SV4651,Tran Thi S1,4.12
SV4652,Le Van S2,8.08
SV4653,Nguyen Van S3,8.7
SV4654,Tran Thi S4,7.39
SV4655,Le Van S5,9.79
SV4656,Nguyen Van S6,4.74
SV4657,Tran Thi S7,5.64
SV4658,Le Van S8,7.93
SV4659,Nguyen Van S9,9.06
SV4660,Tran Thi S0,7.8
SV4661,Le Van S1,7.47
SV4662,Nguyen Van S2,8.57
SV4663,Tran Thi S3,4.29
SV4664,Le Van S4,5.77
SV4665,Nguyen Van S5,9.21
SV4666,Tran Thi S6,4.21
SV4667,Le Van S7,8.44
SV4668,Nguyen Van S8,6.9
SV4669,Tran Thi S9,9.26
SV4670,Le Van S0,5.51
SV4671,Nguyen Van S1,4.49
SV4672,Tran Thi S2,4.09
SV4673,Le Van S3,6.83
SV4674,Nguyen Van S4,8.28
SV4675,Tran Thi S5,4.18
SV4676,Le Van S6,6.31
SV4677,Nguyen Van S7,8.45
SV4678,Tran Thi S8,4.45
SV4679,Le Van S9,7.31
SV4680,Nguyen Van S0,7.89
SV4681,Tran Thi S1,7.57
SV4682,Le Van S2,5.92
SV4683,Nguyen Van S3,9.37
SV4684,Tran Thi S4,9.05
SV4685,Le Van S5,8.31
SV4686,Nguyen Van S6,9.09
SV4687,Tran Thi S7,5.23
SV4688,Le Van S8,8.33
SV4689,Nguyen Van S9,6.36
SV4690,Tran Thi S0,4.88
SV4691,Le Van S1,6.52
SV4692,Nguyen Van S2,4.79
SV4693,Tran Thi S3,7.45
SV4694,Le Van S4,4.45
SV4695,Nguyen Van S5,5.91
SV4696,Tran Thi S6,9.34
SV4697,Le Van S7,8.54
SV4698,Nguyen Van S8,9.48
SV4699,Tran Thi S9,6.34
SV4700,Le Van S0,9.31
SV4701,Nguyen Van S1,8.22
SV4702,Tran Thi S2,5.83
SV4703,Le Van S3,7.77
SV4704,Nguyen Van S4,5.38
SV4705,Tran Thi S5,6.18
SV4706,Le Van S6,9.24
SV4707,Nguyen Van S7,6.27
SV4708,Tran Thi S8,4.76
SV4709,Le Van S9,8.5
SV4710,Nguyen Van S0,6.36
SV4711,Tran Thi S1,4.14
SV4712,Le Van S2,5.26
SV4713,Nguyen Van S3,7.1
SV4714,Tran Thi S4,4.98
SV4715,Le Van S5,9.52
SV4716,Nguyen Van S6,6.4
SV4717,Tran Thi S7,4.04
SV4718,Le Van S8,8.56
SV4719,Nguyen Van S9,5.72
SV4720,Tran Thi S0,5.52
SV4721,Le Van S1,5.39
SV4722,Nguyen Van S2,9.52
SV4723,Tran Thi S3,9.16
SV4724,Le Van S4,6.37
SV4725,Nguyen Van S5,7.76
SV4726,Tran Thi S6,5.6
SV4727,Le Van S7,7.66
SV4728,Nguyen Van S8,6.74
SV4729,Tran Thi S9,6.49
SV4730,Le Van S0,4.96
SV4731,Nguyen Van S1,5.76
SV4732,Tran Thi S2,6.93
SV4733,Le Van S3,8.13
SV4734,Nguyen Van S4,6.89
SV4735,Tran Thi S5,6.37
SV4736,Le Van S6,4.39
SV4737,Nguyen Van S7,9.87
SV4738,Tran Thi S8,5.18
SV4739,Le Van S9,4.4
SV4740,Nguyen Van S0,6.55
SV4741,Tran Thi S1,6.44
SV4742,Le Van S2,5.09
SV4743,Nguyen Van S3,9.24
SV4744,Tran Thi S4,7.06
SV4745,Le Van S5,7.09
SV4746,Nguyen Van S6,4.41
SV4747,Tran Thi S7,4.55
SV4748,Le Van S8,9.93
SV4749,Nguyen Van S9,4.25
SV4750,Tran Thi S0,7.64
SV4751,Le Van S1,8.55
SV4752,Nguyen Van S2,6.75
SV4753,Tran Thi S3,8.03
SV4754,Le Van S4,6.7
SV4755,Nguyen Van S5,8.47
SV4756,Tran Thi S6,5.04
SV4757,Le Van S7,4.78
SV4758,Nguyen Van S8,7.28
SV4759,Tran Thi S9,7.98
SV4760,Le Van S0,4.37
SV4761,Nguyen Van S1,7.49
SV4762,Tran Thi S2,6.68
SV4763,Le Van S3,5.73
SV4764,Nguyen Van S4,6.33
SV4765,Tran Thi S5,9.11
SV4766,Le Van S6,7.23
SV4767,Nguyen Van S7,6.2
SV4768,Tran Thi S8,6.63
SV4769,Le Van S9,8.72
SV4770,Nguyen Van S0,7.68
SV4771,Tran Thi S1,8.84
SV4772,Le Van S2,5.25
SV4773,Nguyen Van S3,7.65
SV4774,Tran Thi S4,8.86
SV4775,Le Van S5,4.57
SV4776,Nguyen Van S6,9.48
SV4777,Tran Thi S7,6.94
SV4778,Le Van S8,7.84
SV4779,Nguyen Van S9,4.36
SV4780,Tran Thi S0,8.21
SV4781,Le Van S1,6.01
SV4782,Nguyen Van S2,7.93
SV4783,Tran Thi S3,4.26
SV4784,Le Van S4,8.48
SV4785,Nguyen Van S5,8.86
SV4786,Tran Thi S6,5.53
SV4787,Le Van S7,8.3
SV4788,Nguyen Van S8,8.06
SV4789,Tran Thi S9,9.96
SV4790,Le Van S0,7.8
SV4791,Nguyen Van S1,4.3
SV4792,Tran Thi S2,7.78
SV4793,Le Van S3,8.22
SV4794,Nguyen Van S4,8.17
SV4795,Tran Thi S5,6.04
SV4796,Le Van S6,9.67
SV4797,Nguyen Van S7,6.31
SV4798,Tran Thi S8,8.64
SV4799,Le Van S9,4.38
SV4800,Nguyen Van S0,7.99
SV4801,Tran Thi S1,8.11
SV4802,Le Van S2,5.58
SV4803,Nguyen Van S3,5.08
SV4804,Tran Thi S4,9.32
SV4805,Le Van S5,6.99
SV4806,Nguyen Van S6,9.05
SV4807,Tran Thi S7,7.09
